"Box","Folder","Contents"
"203","13","Investigation of Methods of Formal Accusations in Criminal Prosecutions for the Social Science Research Council"
"203","13","1927-1929?"
"203","13"," "
"203","13","Correspondence"
"203","14","box 203, folder 14"
"203","14","General"
"203","15","box 203, folder 15"
"203","15","Chamberlain, J.P."
"203","16","box 203, folder 16"
"203","16","Clendenin, R.J."
"203","17","box 203, folder 17"
"203","17","Dougherty, Russel"
"203","18","box 203, folder 18"
"203","18","Fuller, Hugh"
"203","19","box 203, folder 19"
"203","19","Greenblatt, Helen"
"203","20","box 203, folder 20"
"203","20","Jamison, W.C."
"203","21","box 203, folder 21"
"203","21","Miller, Justin R. Includes letters to Gordon Dean, his research assistant"
"203","22","box 203, folder 22"
"203","22","Morse, Wayne L."
"203","23","box 203, folder 23"
"203","23","Moulton, Harold G."
"203","24","box 203, folder 24"
"203","24","Perkins, Rollin M."
"203","25","box 203, folder 25"
"203","25","Rawson, David F.S."
"203","26","box 203, folder 26"
"203","26","Smith, Mariana"
"203","27","box 203, folder 27"
"203","27","State and county legal departments"
"204","1","box 204, folder 1"
"204","1","Waite, John B."
"204","2","box 204, folder 2"
"204","2","Ward, Margaret"
"204","2"," "
"204","2","Internal papers"
"204","3","box 204, folder 3"
"204","3","Address lists"
"204","4","box 204, folder 4"
"204","4","Background materials"
"204","5","box 204, folder 5"
"204","5","Data from survey"
"204","6","box 204, folder 6"
"204","6","Financial records"
"204","7","box 204, folder 7"
"204","7","Instruction for field workers"
"204","8","box 204, folder 8"
"204","8","Notes"
"204","9","box 204, folder 9"
"204","9","Plan for the preliminary survey"
"204","9"," "
"204","9","Survey conclusions, by Wayne L. Morse"
"204","10","box 204, folder 10"
"204","10","Judges"
"204","11","box 204, folder 11"
"204","11","Prosecuting attorneys"
"204","12","box 204, folder 12"
"204","12","Survey materials, form letters"
"204","12"," "
"204","12","Reports"
"204","12"," "
"204","12","""The Initiation of Criminal Prosecution by Indictment or Information"" by Moley"
"204","13","box 204, folder 13"
"204","13","Notes. Includes correspondence"
"204","14","box 204, folder 14"
"204","14","Draft. Holograph"
"204","15","box 204, folder 15"
"204","15","First draft. Holograph"
"204","16","box 204, folder 16"
"204","16","Second draft. Holograph and typescript"
"204","17","box 204, folder 17"
"204","17","Final version. Typescript"
"204","18","box 204, folder 18"
"204","18","Draft of paper on the benefits of information over indictment"
"204","19","box 204, folder 19"
"204","19","Summary. Draft"
"204","19"," "
"204","19","Joint Committee on the Improvement of Criminal Justice, representing the American Law Institute, the Association of American"
"204","19","Law Schools, and the American Bar Association"
"204","19","1931-1932"
"205","1","box 205, folder 1"
"205","1","General"
"205","2","box 205, folder 2"
"205","2","American Law Institute reports. Includes ""A Survey and Statement of the Defects of Criminal Justice,"" ""A Plan for the Preparation"
"205","2","of a Code of Criminal Procedure,"" and drafts of a ""Code of Criminal Procedure"""
"205","3","box 205, folder 3"
"205","3","Minutes"
"205","3","1931"
"205","3"," "
"205","3","Report of the Joint Committee"
"205","4","box 205, folder 4"
"205","4","Drafts, Includes suggested revisions by Moley, correspondence."
"205","4","1931."
"205","5","box 205, folder 5"
"205","5","Final, Printed"
"205","5","1931."
"205","6","box 205, folder 6"
"205","6","Report to the American Law Institute concerning the recommendations of the Joint Committee, Typescript"
"205","6","1932."
"205","6"," "
"205","6","Michael Report for consideration of establishing an Institute of Criminal Law and Criminology"
"205","6","1928-1930"
"205","7","box 205, folder 7"
"205","7","General"
"205","7"," "
"205","7","Stage 1 - Criminological survey"
"205","8","box 205, folder 8"
"205","8","Internal papers"
"205","9","box 205, folder 9"
"205","9","Tentative plan. Typescript copy"
"205","9"," "
"205","9","Preliminary reports. Contain drafts and/or critiques, correspondence"
"205","9"," "
"205","9","Moley - Criminal law administration"
"205","10","box 205, folder 10"
"205","10","Background materials. Includes correspondence from A.M. Kidd, outlines, memoranda"
"205","11","box 205, folder 11"
"205","11","Draft. Holograph and typescript"
"205","12","box 205, folder 12"
"205","12","Partial draft. Typescript"
"205","13","box 205, folder 13"
"205","13","Typescript"
"206","1","box 206, folder 1"
"206","1","Brasol, Boris - European criminological institutes"
"206","2","box 206, folder 2"
"206","2","Gehlke, G.E. - Statistics of crime, foreign survey crime"
"206","3","box 206, folder 3"
"206","3","Karpman, Benjamin - Mental disorders and crime"
"206","4","box 206, folder 4"
"206","4","Miller, Dean - Criminal law and procedure"
"206","5","box 206, folder 5"
"206","5","Sellin, Thorsten - Foreign criminological institutes"
"206","6","box 206, folder 6"
"206","6","Smith, Bruce - Police administration"
"206","7","box 206, folder 7-9"
"206","7","Sutherland, Edwin H. - Treatment of offenders"
"206","10","box 206, folder 10"
"206","10","Thomas, W.I. - Crime causation and prevention"
"206","11","box 206, folder 11"
"206","11","Thorton, Agnes - Educational work"
"206","12","box 206, folder 12"
"206","12","Tulin - European survey"
"206","12"," "
"206","12","Stage 2 - Proposals for establishing an institute"
"206","13","box 206, folder 13"
"206","13","General"
"206","14","box 206, folder 14"
"206","14","Memorandum of preliminary questions for establishing an Institute by Jerome Michael"
"206","15","box 206, folder 15"
"206","15","""Memorandum Concerning an Institute of Criminology Based Upon a Memorandum by Jerome Michael"" by Moley"
"206","16","box 206, folder 16"
"206","16","""Memorandum on an Institute of Criminology"" by Moley. Holograph and typescript"
"206","17","box 206, folder 17"
"206","17","Proposals by other staff members"
"206","18","box 206, folder 18"
"206","18","Missouri Association for Criminal Justice, Includes memoranda and correspondence"
"206","18","1925-1926."
"206","18"," "
"206","18","National Crime Commission"
"206","18","1926-1930?"
"206","18"," "
"206","18","Committee on Criminal Statistics, Records and Research"
"206","19","box 206, folder 19"
"206","19","Committee roster"
"206","20","box 206, folder 20"
"206","20","Correspondence"
"206","21","box 206, folder 21"
"206","21","Notes"
"206","21"," "
"206","21","Subject file"
"206","22","box 206, folder 22"
"206","22","General"
"206","23","box 206, folder 23"
"206","23","Uniform crime records, International Association of Chiefs of Police"
"206","23"," "
"206","23","Internal papers"
"206","24","box 206, folder 24"
"206","24","General"
"206","25","box 206, folder 25"
"206","25","Clippings"
"207","1","box 207, folder 1"
"207","1","Press releases"
"207","2","box 207, folder 2"
"207","2","Proposed program for the Commission"
"207","3","box 207, folder 3"
"207","3","Reports of the Sub-committee on Pardons, Parole, Probation, Penal Laws and Institutional Correction. Relates to the police"
"207","3","and the courts, and criminal statistics and identification"
"207","4","box 207, folder 4"
"207","4","Reports prepared by National Institute of Public Administration. Relates to administration of justice and criminal complaint"
"207","4","records"
"207","5","box 207, folder 5"
"207","5","Pamphlet concerning crime commissions. Holograph and typescript"
"207","5"," "
"207","5","Payroll robberies"
"207","5"," "
"207","5","Correspondence"
"207","6","box 207, folder 6"
"207","6","General"
"207","7","box 207, folder 7"
"207","7","Letters endorsing the report"
"207","8","box 207, folder 8"
"207","8","Letters dissenting from the report"
"207","8"," "
"207","8","Internal papers"
"207","9","box 207, folder 9"
"207","9","General"
"207","10","box 207, folder 10"
"207","10","Clippings"
"207","11","box 207, folder 11"
"207","11","Information regarding payroll robberies"
"207","11"," "
"207","11","Report"
"207","11"," "
"207","11","Tentative report"
"207","12","box 207, folder 12"
"207","12","Draft"
"207","13","box 207, folder 13"
"207","13","Partial copy"
"207","14","box 207, folder 14"
"207","14","Typescript"
"207","14"," "
"207","14","Final report"
"207","15","box 207, folder 15"
"207","15","Draft"
"207","16","box 207, folder 16"
"207","16","Press release"
"207","16","August 11, 1930"
"207","16"," "
"207","16","Seabury Investigations"
"207","16","1930-1932"
"207","17","box 207, folder 17"
"207","17","General"
"207","17"," "
"207","17","Investigation of Magistrates' Court"
"207","17","December 1930-1931"
"207","18","box 207, folder 18"
"207","18","General. Includes notes, clippings, supporting data"
"207","19","box 207, folder 19"
"207","19","Correspondence"
"207","20","box 207, folder 20"
"207","20","Memorandum regarding methods of the investigation"
"207","20","December, 1930"
"207","20"," "
"207","20","Final report, significant portions written by Moley for Samuel Seabury"
"207","21","box 207, folder 21"
"207","21","Notes"
"208","1","box 208, folder 1"
"208","1","Draft"
"208","1"," "
"208","1","Final version"
"208","2","box 208, folder 2"
"208","2","Part I. Printed copy"
"208","3","box 208, folder 3"
"208","3","Part II. Printed copy"
"208","3"," "
"208","3","Investigation of the District Attorney, Thomas C.T. Crain, See also SPEECHES AND WRITINGS"
"208","3","1931."
"208","3"," "
"208","3","Charts for testimony"
"208","4","box 208, folder 4"
"208","4","Charts A-N (except E)"
"208","5","box 208, folder 5"
"208","5","Supporting materials, charts A-N"
"208","6","box 208, folder 6"
"208","6","Charts 1-12, with supporting data"
"208","7","box 208, folder 7"
"208","7","Other charts"
"208","8","box 208, folder 8"
"208","8","Memorandum to Seabury"
"208","8"," "
"208","8","Clippings"
"208","9","box 208, folder 9"
"208","9","General"
"208","10","box 208, folder 10"
"208","10","Moley's testimony at the Crain investigations"
"208","11","box 208, folder 11"
"208","11","Correspondence"
"208","12","box 208, folder 12"
"208","12","Finances"
"208","12"," "
"208","12","Legal documents"
"208","13","box 208, folder 13"
"208","13","Report and Opinion of Samuel Seabury, commissioner. Printed copy"
"208","14","box 208, folder 14"
"208","14","Memorandum for Respondent, by Samuel Untermyer and Siegfried F. Hartman, counsel to Thomas C.T. Crain. Printed copy"
"208","14"," "
"208","14","Memoranda written by Moley to Seabury"
"208","15","box 208, folder 15"
"208","15","District Attorney's office"
"208","16","box 208, folder 16"
"208","16","Statistical evidence"
"208","16"," "
"208","16","Investigation of Mayor James J. Walker, Moley did not participate in this investigation"
"208","16","1931-1932."
"208","17","box 208, folder 17"
"208","17","Article"
"208","17"," "
"208","17","Clippings"
"209","1","box 209, folder 1-2"
"209","1","General"
"209","3","box 209, folder 3"
"209","3","Arranged chronologically"
"209","3"," "
"209","3","Notes"
"209","4","box 209, folder 4"
"209","4","General"
"209","5","box 209, folder 5"
"209","5","Impeachment trials. Notes prepared by Moley for Franklin D. Roosevelt"
"209","6","box 209, folder 6"
"209","6","Survey of Criminal Justice in Virginia"
"209","6","1929?"
"209","6"," "
"209","6","University of California, Bureau of Public Administration"
"209","6","1930-1931"
"209","6"," "
"209","6","Internal papers"
"209","7","box 209, folder 7"
"209","7","Background materials"
"209","8","box 209, folder 8"
"209","8","Memoranda, letters"
"209","9","box 209, folder 9"
"209","9","Notes"
"209","9"," "
"209","9","Reports"
"209","10","box 209, folder 10"
"209","10","""A Project on Prosecution in California"" by Moley. Draft and final copy"
"209","10"," "
"209","10","""Report Concerning Work in the Administration of Criminal Justice in the Bureau of Public Administrator, University of California"""
"209","10","by Moley"
"209","11","box 209, folder 11"
"209","11","Draft"
"209","12","box 209, folder 12"
"209","12","Final version"
"209","12"," "
"209","12","FRANKLIN D. ROOSEVELT FILE, SCHEDULE B"
"209","12","1932-1934."
"209","12","Scope and Contents note"
"209","12","Charts, clippings, correspondence, job applications, mementoes, memoranda, minutes, notes, press statements, printed materials,"
"209","12","records, reports, speeches and writings and telegrams relating to the presidential campaign of 1932, Moley's role as advisor"
"209","12","to Roosevelt, federal police agencies and the possible extension of their functions and the London Monetary and Economic Conference,"
"209","12","arranged by subject. See also OVERSIZE FILE and FRANKLIN D. ROOSEVELT FILE, SCHEDULE A"
"209","12"," "
"209","12","Presidential campaign"
"209","12","1932"
"209","12"," "
"209","12","Background materials. Many of the files contain printed texts of speeches"
"209","13","box 209, folder 13"
"209","13","Coolidge, Calvin"
"209","14","box 209, folder 14"
"209","14","Foreign affairs"
"209","15","box 209, folder 15"
"209","15","Garner, John Nance"
"209","15"," "
"209","15","Hoover, Herbert"
"209","16","box 209, folder 16"
"209","16","Campaign speeches"
"210","1","box 210, folder 1"
"210","1","Clippings and articles"
"210","1","July 25 -Oct. 24, 1932"
"210","2","box 210, folder 2"
"210","2","Commentary on a speech by Hoover"
"210","3","box 210, folder 3"
"210","3","Mills, Ogden L."
"210","4","box 210, folder 4"
"210","4","Republican and Democratic party platforms"
"210","5","box 210, folder 5"
"210","5","Republican National Convention. Acceptance speeches by Herbert Hoover and Charles Curtis"
"210","6","box 210, folder 6"
"210","6","Printed matter"
"210","7","box 210, folder 7"
"210","7","Smith, Alfred"
"210","8","box 210, folder 8"
"210","8","Walsh, Thomas J."
"210","8"," "
"210","8","Campaign speeches and articles"
"210","9","box 210, folder 9"
"210","9","General"
"210","10","box 210, folder 10"
"210","10","""An Interpretation,"" Typescript and printed copy"
"210","10","December 10, 1932."
"210","11","box 210, folder 11"
"210","11","Clipping, speeches and articles"
"210","12","box 210, folder 12"
"210","12","Correspondence"
"210","13","box 210, folder 13"
"210","13","Mementoes from campaign tour of western states"
"210","13","September -October, 1932"
"210","13"," "
"210","13","Roosevelt administration. Moley was an advisor and, in Assistant Secretary of State"
"210","13","1933"
"210","14","box 210, folder 14"
"210","14","General"
"210","15","box 210, folder 15"
"210","15","Applications for diplomatic appointment"
"210","16","box 210, folder 16"
"210","16","""Our State Department Speeds Up,"""
"210","16","New York Times Magazine, Published under the name of Celeste Jedel, perhaps written by Moley. Holograph, typescript and printed copy"
"210","16","June 4, 1933."
"210","16"," "
"210","16","Letters"
"210","17","box 210, folder 17"
"210","17","General"
"210","17"," "
"210","17","Unsolicited, from general public"
"211","1","box 211, folder 1"
"211","1","General. Includes a transportation plan by Cyrus Kehr. Typescript"
"211","2","box 211, folder 2"
"211","2","Agriculture"
"211","3","box 211, folder 3"
"211","3","Aviation"
"211","4","box 211, folder 4"
"211","4","Budget"
"211","5","box 211, folder 5-8"
"211","5","Crime survey undertaken in last names A-F"
"211","5","1933,"
"212","1","box 212, folder 1-7"
"212","1","Crime survey undertaken in last names G-Z"
"212","1","1933,"
"213","1","box 213, folder 1"
"213","1","Depression relief"
"213","2","box 213, folder 2"
"213","2","Farm relief"
"213","3","box 213, folder 3"
"213","3","Freight rates"
"213","4","box 213, folder 4"
"213","4","Housing"
"213","5","box 213, folder 5"
"213","5","Manchuria"
"213","6","box 213, folder 6"
"213","6","Money"
"213","7","box 213, folder 7"
"213","7","Muscle Shoals"
"213","8","box 213, folder 8"
"213","8","Public works"
"213","9","box 213, folder 9"
"213","9","Stamped money"
"213","10","box 213, folder 10"
"213","10","Tariff"
"213","11","box 213, folder 11"
"213","11","Tax exemption"
"213","12","box 213, folder 12"
"213","12","Tax policy"
"213","13","box 213, folder 13"
"213","13","Unemployment relief"
"213","14","box 213, folder 14"
"213","14","War debts"
"213","14"," "
"213","14","Federal police agencies and the possible extension of their functions. Report to the president"
"214","1","box 214, folder 1"
"214","1","General. Includes clippings, press statements, notes"
"214","2","box 214, folder 2"
"214","2","Background materials on kidnapping, rackets, Scotland Yard and automobile larceny"
"214","3","box 214, folder 3"
"214","3","Chart of proposed organization of federal police agencies"
"214","4","box 214, folder 4"
"214","4","Correspondence. Includes letters from Earl Warren, Bruce Smith, William Draper Lewis, Frances Perkins"
"214","4"," "
"214","4","Materials from the Federal Bureau of Investigation"
"214","5","box 214, folder 5"
"214","5","Bibliography"
"214","6","box 214, folder 6"
"214","6","Memoranda on crime and criminal justice"
"214","7","box 214, folder 7"
"214","7","Photostats and charts"
"214","8","box 214, folder 8"
"214","8","Memoranda and minutes concerning reorganization of federal police agencies. Includes memorandum by Earl Warren"
"214","8"," "
"214","8","""Report on the Federal Enforcement of Criminal Law, with Particular Reference to the Major Crimes of Kidnapping and Racketeering,"
"214","8","First Section,"""
"214","8","May 15, 1934"
"214","9","box 214, folder 9"
"214","9","Draft, edited by Joseph B. Keenan. Typescript"
"214","10","box 214, folder 10"
"214","10","Final version. Typescript"
"214","10"," "
"214","10","London Monetary and Economic Conference, See also SPECIAL CORRESPONDENCE"
"214","10","1933."
"214","11","box 214, folder 11"
"214","11","General"
"214","12","box 214, folder 12"
"214","12","Legislation, proposed"
"214","13","box 214, folder 13"
"214","13","Memoranda and proposals"
"214","14","box 214, folder 14"
"214","14","Press releases and internal memoranda"
"214","14","May 3 -July 22, 1933"
"214","14"," "
"214","14","Records, official"
"214","15","box 214, folder 15"
"214","15","Economic Commission"
"215","1","box 215, folder 1"
"215","1","League of Nations"
"215","1","Journal of the Monetary and Economic Conference"
"215","2","box 215, folder 2"
"215","2","List of participants"
"215","3","box 215, folder 3"
"215","3","Minutes"
"215","4","box 215, folder 4"
"215","4","Monetary and Financial Commission"
"215","4"," "
"215","4","Telegrams, correspondence and addresses from the London Conference"
"215","5","box 215, folder 5"
"215","5","General"
"215","6","box 215, folder 6"
"215","6","Summary of content by telegram number"
"215","7","box 215, folder 7"
"215","7","1-40"
"215","8","box 215, folder 8"
"215","8","42-69"
"216","1","box 216, folder 1"
"216","1","70-87"
"216","1"," "
"216","1","Mementoes"
"216","2","box 216, folder 2"
"216","2","General"
"216","2"," "
"216","2","Invitations, programs and calling cards"
"216","3","box 216, folder 3"
"216","3","General"
"216","4","box 216, folder 4"
"216","4","Roosevelt, Franklin D."
"216","5","box 216, folder 5"
"216","5","Presidential Inauguration"
"216","5","March 4, 1933"
"216","5"," "
"216","5","Subject file"
"217","1","box 217, folder 1"
"217","1","General"
"217","2","box 217, folder 2"
"217","2","Federal Deposit Insurance Corporation"
"217","3","box 217, folder 3"
"217","3","Finances/Depression relief"
"217","4","box 217, folder 4"
"217","4","Nazism in the United States"
"217","4"," "
"217","4","POLITICAL FILE"
"217","4","1932-1957."
"217","4","Scope and Contents note"
"217","4","Clippings, correspondence, notes, and speeches and writings relating to mayoral and presidential campaigns. Contains speeches"
"217","4","ghostwritten by Moley, arranged chronologically by campaign and thereunder alphabetically by candidate. For campaign materials"
"217","4","from Franklin D. Roosevelt's 1932 campaign, see the FRANKLIN DELANO ROOSEVELT series, SCHEDULE B"
"217","4"," "
"217","4","General"
"217","5","box 217, folder 5"
"217","5","General"
"217","6","box 217, folder 6"
"217","6","Notes"
"217","6"," "
"217","6","Campaigns"
"217","7","box 217, folder 7"
"217","7","New York State Convention, Clippings"
"217","7","October 1932."
"217","7"," "
"217","7","New York City mayoral campaign, Joseph V. McKee, candidate"
"217","7","1933,"
"217","8","box 217, folder 8"
"217","8","Clippings"
"217","9","box 217, folder 9"
"217","9","Speeches for McKee, some ghostwritten by Moley. Holograph and typescript"
"217","9"," "
"217","9","Writings by McKee"
"217","10","box 217, folder 10"
"217","10","""A Serious Problem"", Typescript"
"217","10","n.d."
"217","11","box 217, folder 11"
"217","11","""'The American Hebrew' and 'The Catholic World'"", Typescript"
"217","11","n.d."
"217","12","box 217, folder 12"
"217","12","Statement for Recovery Party, Typescript draft and final version"
"217","12","April 9, 1934."
"217","12"," "
"217","12","Presidential campaign"
"217","12","1940"
"217","13","box 217, folder 13"
"217","13","General"
"217","13"," "
"217","13","Correspondence"
"217","14","box 217, folder 14"
"217","14","General. Includes Russel Davenport, Edward J. Flynn, and Joseph W. Martin"
"217","15","box 217, folder 15"
"217","15","Landon, Alfred M."
"217","16","box 217, folder 16"
"217","16","Smith, Paul C."
"217","17","box 217, folder 17"
"217","17","Willkie, Wendell L."
"217","17"," "
"217","17","Republican platform at the Republican National Convention"
"217","17","June 20, 1940"
"217","18","box 217, folder 18"
"217","18","Notes, holograph and typescript drafts"
"217","19","box 217, folder 19"
"217","19","Draft by Bruce Barton and William Allen White. Typescript"
"217","20","box 217, folder 20"
"217","20","Speeches for Thomas E. Dewey, Holograph and typescript. Includes correspondence"
"217","20","n.d."
"217","20"," "
"217","20","Speeches for Wendell L. Willkie"
"217","21","box 217, folder 21"
"217","21","General, Typescript"
"217","21","n.d."
"217","22","box 217, folder 22"
"217","22","Speech I, ""The Enemies Within the Gates,"" Holograph and typescript drafts"
"217","22","n.d."
"218","1","box 218, folder 1"
"218","1","Speech II, ""Creeping Collectivism,"" Holograph and typescript drafts"
"218","1","n.d."
"218","2","box 218, folder 2"
"218","2","Speech III, ""Creeping Despotism,"" Holograph and typescript drafts"
"218","2","n.d."
"218","3","box 218, folder 3"
"218","3","Speech on defense, Notes, holograph and typescript"
"218","3","n.d."
"218","4","box 218, folder 4"
"218","4","""Youth and Industrial Horizons,"" Notes and outline"
"218","4","n.d."
"218","5","box 218, folder 5"
"218","5","Radio broadcast, week of Suggested answers to questions submitted, dictated by Moley. Holograph and typescript"
"218","5","October 14."
"218","5"," "
"218","5","Response to Franklin D. Roosevelt's speech"
"218","5","October 23, 1940"
"218","6","box 218, folder 6"
"218","6","Franklin D. Roosevelt's speech. Typescript"
"218","7","box 218, folder 7"
"218","7","Moley's response. Typescript"
"218","8","box 218, folder 8"
"218","8","John Burton's and Shepperton's response. Typescript"
"218","9","box 218, folder 9"
"218","9","Speech to women, Holograph and typescript"
"218","9","October 27, 1940."
"218","9"," "
"218","9","New York State gubernatorial campaign, Thomas E. Dewey, candidate"
"218","9","1942,"
"218","10","box 218, folder 10"
"218","10","Compilation of Dewey's speeches. Typescript"
"218","10"," "
"218","10","Correspondence"
"218","11","box 218, folder 11"
"218","11","General"
"218","12","box 218, folder 12"
"218","12","Dewey, Thomas E."
"218","12"," "
"218","12","Speeches"
"218","13","box 218, folder 13"
"218","13","Speech on the future of New York State, Holograph and typescript"
"218","13","n.d."
"218","14","box 218, folder 14"
"218","14","""The Road Ahead,"" Holograph, typescript and press release"
"218","14","May 9, 1942."
"218","15","box 218, folder 15"
"218","15","Speech, Holograph"
"218","15","May 13, 1942."
"218","16","box 218, folder 16"
"218","16","Speech on the war, Press release"
"218","16","May 17, 1942."
"218","17","box 218, folder 17"
"218","17","""Roads Ahead,"" Press release"
"218","17","May 28, 1942."
"218","18","box 218, folder 18"
"218","18","""Agents for Freedom,"" Press release"
"218","18","June 23, 1942."
"218","19","box 218, folder 19"
"218","19","Speech to Republican women on voting, Holograph and typescript"
"218","19","October 5, 1942."
"218","20","box 218, folder 20"
"218","20","""The Rediscovery of America,"" Notes, holograph and typescript"
"218","20","October 12, 1942."
"218","21","box 218, folder 21"
"218","21","Inauguration speech. Typescript"
"218","21"," "
"218","21","Presidential campaign"
"218","21","1944"
"218","21"," "
"218","21","John W. Bricker's campaign for the Republican nomination"
"218","22","box 218, folder 22"
"218","22","Clippings"
"218","23","box 218, folder 23"
"218","23","Correspondence. Includes letters from Alfred M. Landon, J.W. Love, John A. Lloyd, and Kyle Palmer, and to John W. Bricker"
"218","24","box 218, folder 24"
"218","24","Notes"
"218","24"," "
"218","24","Speeches"
"218","25","box 218, folder 25"
"218","25","General, Holograph and typescript"
"218","25","n.d."
"218","26","box 218, folder 26"
"218","26","""Our Covenant with the Future,"" Holograph and typescript"
"218","26","n.d."
"218","27","box 218, folder 27"
"218","27","Speeches for Lincoln Day. Press release"
"218","28","box 218, folder 28"
"218","28","Speech for Nebraska Day, Press release"
"218","28","March 6, 1943."
"218","29","box 218, folder 29"
"218","29","Speech on post-war policy, Typescript and press release"
"218","29","June 25, 1943."
"218","30","box 218, folder 30"
"218","30","Speech on the Constitution, Press release"
"218","30","Sept. 17, 1943."
"218","31","box 218, folder 31"
"218","31","Speech on post-war policy, Press release"
"218","31","Dec. 11, 1943."
"218","31"," "
"218","31","Thomas E. Dewey's campaign for the presidency"
"218","32","box 218, folder 32"
"218","32","Correspondence. Includes letters to and from Thomas A. Dewey and from George B. Harris"
"218","32"," "
"218","32","Keynote address, delivered by Earl Warren at the Republican National Convention"
"218","33","box 218, folder 33"
"218","33","Draft and letter by Earl Warren"
"218","34","box 218, folder 34"
"218","34","Drafts. Notes and typescript"
"219","1","box 219, folder 1"
"219","1","Final version. Typescript and printed copy"
"219","1"," "
"219","1","Speeches"
"219","1","n.d."
"219","2","box 219, folder 2"
"219","2","General. Holograph"
"219","3","box 219, folder 3"
"219","3","Campaign speech by Dewey. Typescript draft"
"219","4","box 219, folder 4"
"219","4","""Safeguarding our Youth for Tomorrow."" Typescript"
"219","4"," "
"219","4","Presidential campaign, Thomas E. Dewey, candidate"
"219","4","1948,"
"219","4"," "
"219","4","Correspondence"
"219","5","box 219, folder 5"
"219","5","General. Includes letters from John Foster Dulles and Elliott V. Bell"
"219","6","box 219, folder 6"
"219","6","Dewey, Thomas E."
"219","6"," "
"219","6","Keynote address at the Republican National Convention, delivered by Dwight H. Green"
"219","6","June 21, 1948"
"219","7","box 219, folder 7"
"219","7","Background materials"
"219","7"," "
"219","7","Speech"
"219","8","box 219, folder 8"
"219","8","Draft 1. Holograph and typescript"
"219","9","box 219, folder 9"
"219","9","Draft 2. Typescript. Includes correspondence"
"219","10","box 219, folder 10"
"219","10","Printed copies"
"219","10"," "
"219","10","National conventions"
"219","11","box 219, folder 11"
"219","11","Democratic"
"219","12","box 219, folder 12"
"219","12","Republican"
"219","13","box 219, folder 13"
"219","13","Notes"
"219","14","box 219, folder 14"
"219","14","Printed matter"
"219","14"," "
"219","14","Speeches"
"219","15","box 219, folder 15"
"219","15","Speech on the president as chief executive. Draft and final version, Typescript"
"219","15","n.d."
"219","16","box 219, folder 16"
"219","16","Speech, Holograph"
"219","16","n.d."
"219","17","box 219, folder 17"
"219","17","""The Indispensable Foundations of Freedom,"" Holograph and typescript"
"219","17","March 1948."
"219","17"," "
"219","17","Presidential campaign, General Dwight D. Eisenhower, candidate"
"219","17","1952,"
"219","18","box 219, folder 18"
"219","18","Background materials"
"219","18"," "
"219","18","Correspondence"
"219","19","box 219, folder 19"
"219","19","General"
"219","20","box 219, folder 20"
"219","20","Eisenhower, Dwight D."
"219","21","box 219, folder 21"
"219","21","Notes for campaign addresses"
"219","21"," "
"219","21","Speeches"
"219","22","box 219, folder 22"
"219","22","General"
"219","23","box 219, folder 23"
"219","23","""A Time to Keep and a Time to Cast Away,"" Typescript and supporting papers"
"219","23","August 1952."
"219","23"," "
"219","23","Speeches, most of them ghostwritten by Moley"
"219","24","box 219, folder 24"
"219","24","General, Includes speeches for John Roosevelt, Mrs. Helen? Astor, Juan Terry Trippe, Allie S. Freed? and Robert Humphreys?"
"219","24","1944-1956."
"219","24"," "
"219","24","Farley, James A."
"219","25","box 219, folder 25"
"219","25","General, Holograph, typescript, and printed"
"219","25","1934-1957."
"219","26","box 219, folder 26"
"219","26","Address on national issues facing the Democrats, Holograph, typescript and printed copy"
"219","26","April 15, 1936."
"219","26"," "
"219","26","Address at Louisiana State University commencement exercises"
"219","26","May 31, 1937"
"220","1","box 220, folder 1"
"220","1","Correspondence"
"220","2","box 220, folder 2"
"220","2","Text. Holograph and typescript drafts and printed copy"
"220","3","box 220, folder 3"
"220","3","Hays, Will, Holograph and typescript"
"220","3","1934-1941."
"220","4","box 220, folder 4"
"220","4","Landon, Alfred M. Holograph and typescript"
"220","4","1941-1943."
"220","4"," "
"220","4","EDITORIAL FILE."
"220","4","Scope and Contents note"
"220","4","Editor of"
"220","4","Today, 1933-1937. Contributing editor of"
"220","4","Newsweek,1937-1968. Articles, clippings, correspondence, memoranda, press releases, publicity, travel itineraries, and writings relating"
"220","4","to Moley's editorial positions with"
"220","4","Todayand"
"220","4","Newsweek, arranged alphabetically by physical form. See also SPECIAL CORRESPONDENCE"
"220","5","box 220, folder 5-6"
"220","5","General. Includes correspondence, finances, memoranda, travel itineraries"
"220","7","box 220, folder 7"
"220","7","Articles and/or leads for"
"220","7","Today and"
"220","7","Newsweek"
"220","8","box 220, folder 8"
"220","8","Clippings"
"220","9","box 220, folder 9"
"220","9","""A Correction,"""
"220","9","Today, Typescript and printed version"
"220","9","January 30, 1934."
"220","10","box 220, folder 10"
"220","10","Correspondence about articles on consumer credit, Includes essays by Milan V. Ayres, N.R. Neifeld, Louis N. Robinson, Roy"
"220","10","F. Bergengren, A.H. Ham"
"220","10","January-April 1934."
"220","11","box 220, folder 11"
"220","11","Merger of"
"220","11","Today and"
"220","11","Newsweek. Includes memoranda, correspondence and press releases"
"220","12","box 220, folder 12"
"220","12","Publicity, especially advertising Moley and his column"
"220","13","box 220, folder 13"
"220","13","Work-related dinners"
"220","13"," "
"220","13","SPEECHES AND WRITINGS"
"220","13","1914-1968."
"220","13","Scope and Contents note"
