x1,index,title,abstract,store_id,article_type,authors,copyright,document_type,entry_date,issn,issue,language,language_of_summary,pages,place_of_publication,pubdate,pubtitle,year,volume,document_url,document_features,start_page,find_a_copy,database,date,filename,filepath
911,167267139,The Vice-President's Substitution Problem,There seems to be no difference of opinion concerning the necessity that President Eisenhower now drastically curtail the burdens of his office. This further curtailment will be added to the restric-...,NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B4,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/vice-presidents-substitution-problem/docview/167267139/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B4&amp;date=1957-12-03&amp;atitle=The+Vice-President%27s+Substitution+Problem&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-12-03,167267139_1_page0.txt,./moley_lat_txt/167267139_1_page0.txt
912,167199562,Lessons for GOP in Tammany's System,"In a previous piece I described the feud that is at present shaking the Republican Party in the city of New York. To a degree, the leadership in a revolt against Thomas J. Curran's regular organization...",NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B4,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/lessons-gop-tammanys-system/docview/167199562/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B4&amp;date=1957-11-30&amp;atitle=Lessons+for+GOP+in+Tammany%27s+System&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-11-30,167199562_1_page0.txt,./moley_lat_txt/167199562_1_page0.txt
913,167160893,Another Roosevelt Stirring Up Trouble,"For the very important reason that it highlights the problem facing the Republican Party over the nation, I shall devote this and a succeeding piece to an intraparty Republican fight now going on in New...",NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,C4,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/another-roosevelt-stirring-up-trouble/docview/167160893/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=C4&amp;date=1957-11-28&amp;atitle=Another+Roosevelt+Stirring+Up+Trouble&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-11-28,167160893_1_page0.txt,./moley_lat_txt/167160893_1_page0.txt
914,167217233,Why We're Behind in Scientific Training,"In a fine and penetrating talk to his professional brethren in engineering, Herbert Hoover has pointed a perceptive finger at a major reason why we are so far behind the Soviets in certain aspects of...",NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B4,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/why-were-behind-scientific-training/docview/167217233/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B4&amp;date=1957-11-27&amp;atitle=Why+We%27re+Behind+in+Scientific+Training&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-11-27,167217233_1_page0.txt,./moley_lat_txt/167217233_1_page0.txt
915,167124611,ECONOMY SNIPING,"At a convention of the National Reclamation Association this month a committee of that body presented a proposal to be pressed in the next session of Congress for a so-called """"basin account"""" for the...",NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B5,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/economy-sniping/docview/167124611/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B5&amp;date=1957-11-22&amp;atitle=ECONOMY+SNIPING&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-11-22,167124611_1_page0.txt,./moley_lat_txt/167124611_1_page0.txt
916,167201337,THE COURT'S SOCIALIST MENTOR,"In the publication """"U.S.A."""" an article by Alice Widener summarizes some of the international views of a man who has since 1954 become fairly well known in the United States, Gunnar Myrdal, a...",NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B5,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/courts-socialist-mentor/docview/167201337/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B5&amp;date=1957-11-19&amp;atitle=THE+COURT%27S+SOCIALIST+MENTOR&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-11-19,167201337_1_page0.txt,./moley_lat_txt/167201337_1_page0.txt
917,167166862,Implications of UAW Political Fund Case,The case against the United Auto Workers for expenditures for television time in a campaign for members of Congress was terminated by an acquittal. This raises some interesting questions con-...,NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B4,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/implications-uaw-political-fund-case/docview/167166862/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B4&amp;date=1957-11-16&amp;atitle=Implications+of+UAW+Political+Fund+Case&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-11-16,167166862_1_page0.txt,./moley_lat_txt/167166862_1_page0.txt
918,167119538,NEGRO VOTE: LOVE'S LABOR LOST,In a previous article I noted that Negro voters in the recent election in New York indicated no disposition to switch to the Republican ticket despite the efforts of the administration to win them.,NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B5,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/negro-vote-loves-labor-lost/docview/167119538/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B5&amp;date=1957-11-12&amp;atitle=NEGRO+VOTE%3A+LOVE%27S+LABOR+LOST&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-11-12,167119538_1_page0.txt,./moley_lat_txt/167119538_1_page0.txt
919,167147490,INSTABILITY IN THE KREMLIN,The day after the news of Zhukov's removal as Defense Minister was published I met a man who is known nationally and whom I would rate higher than any of the other experts on Soviet affairs.,NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B5,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/instability-kremlin/docview/167147490/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B5&amp;date=1957-11-08&amp;atitle=INSTABILITY+IN+THE+KREMLIN&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-11-08,167147490_1_page0.txt,./moley_lat_txt/167147490_1_page0.txt
920,167136349,New York Has Own Integration Problems,"I have lived in New York for a good many years and one of the things that has always intrigued me is the fact that leaders of thought in this city--which is perpetually sunk in a mess of social, eco-...",NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B4,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/new-york-has-own-integration-problems/docview/167136349/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B4&amp;date=1957-11-07&amp;atitle=New+York+Has+Own+Integration+Problems&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-11-07,167136349_1_page0.txt,./moley_lat_txt/167136349_1_page0.txt
921,167216059,Eisenhower Influence Wanes in Southwest,"This is written after a week's trip which included stopovers in San Francisco, Los Angeles, Tucson and El Paso. No reporter, in conscience, after such necessarily brief and limited contacts with busi-...",NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B4,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/eisenhower-influence-wanes-southwest/docview/167216059/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B4&amp;date=1957-11-02&amp;atitle=Eisenhower+Influence+Wanes+in+Southwest&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-11-02,167216059_1_page0.txt,./moley_lat_txt/167216059_1_page0.txt
922,167151674,NYE' BEVAN'S NEWEST SONG,"Not since the wily, loquacious, untruthful egotist Harold Laski used to charm pinkish college groups have our eggheads had the prospect of a finer feast of Socialistic double talk than during the cur-...",NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B5,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/nye-bevans-newest-song/docview/167151674/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B5&amp;date=1957-11-01&amp;atitle=%27NYE%27+BEVAN%27S+NEWEST+SONG&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-11-01,167151674_1_page0.txt,./moley_lat_txt/167151674_1_page0.txt
923,167137217,Southerners' Threat to Democratic Party,The statement of principles of the Democratic Advisory Council is a strange jumble of complaining double talk. If it were not for the self-inflicted wounds from which the Eisenhower adminis-...,NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B4,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/southerners-threat-democratic-party/docview/167137217/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B4&amp;date=1957-10-31&amp;atitle=Southerners%27+Threat+to+Democratic+Party&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-10-31,167137217_1_page0.txt,./moley_lat_txt/167137217_1_page0.txt
924,167133197,Why Larson Moved; a Republican Joke,"One of the more notable bloopers by the White House guard of honor, which has conditioned and prepared the Republican Party for a difficult 1958, has been the invention of the term--it really...",NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B4,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/why-larson-moved-republican-joke/docview/167133197/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B4&amp;date=1957-10-26&amp;atitle=Why+Larson+Moved%3B+a+Republican+Joke&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-10-26,167133197_1_page0.txt,./moley_lat_txt/167133197_1_page0.txt
925,167211862,NO PARTY PROFIT,Sen. Mike Mansfield of Montana occasionally makes observations which lift him above the average vote-hunting gentry in public life.,NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B5,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/no-party-profit/docview/167211862/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B5&amp;date=1957-10-25&amp;atitle=NO+PARTY+PROFIT&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-10-25,167211862_1_page0.txt,./moley_lat_txt/167211862_1_page0.txt
926,167220767,Trade Associations Face New Challenge,"At a moment when businessmen are complaining, with good reasons, about the power of the large international unions, they might well take note of what is happening to a great many of their...",NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B4,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/trade-associations-face-new-challenge/docview/167220767/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B4&amp;date=1957-10-19&amp;atitle=Trade+Associations+Face+New+Challenge&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-10-19,167220767_1_page0.txt,./moley_lat_txt/167220767_1_page0.txt
927,167224774,SHOCKING GAME,"Recent utterances by Clyde T. Ellis, general manager of the National Rural Electrification Cooperative Association, indicate that his pressure organization, which originally found a means of living...",NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B5,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/shocking-game/docview/167224774/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B5&amp;date=1957-10-17&amp;atitle=SHOCKING+GAME&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-10-17,167224774_1_page0.txt,./moley_lat_txt/167224774_1_page0.txt
928,167142979,The Various Solutions in School Integration,"It may be taken for granted that the Attorney General, Gov. Faubus and some others on both sides are concerned only with the election and possibly the election after that. There are, however,...",NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B4,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/various-solutions-school-integration/docview/167142979/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B4&amp;date=1957-10-12&amp;atitle=The+Various+Solutions+in+School+Integration&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-10-12,167142979_1_page0.txt,./moley_lat_txt/167142979_1_page0.txt
929,167129558,A New Attack Under Civil Rights Guise,"While devoting abundant and highly prejudiced coverage to troubles the South is having with school integration, most New York City newspapers are studiously avoiding consideration of a...",NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B4,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/new-attack-under-civil-rights-guise/docview/167129558/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B4&amp;date=1957-10-10&amp;atitle=A+New+Attack+Under+Civil+Rights+Guise&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-10-10,167129558_1_page0.txt,./moley_lat_txt/167129558_1_page0.txt
930,167125446,THE POLITICS BEHIND INTEGRATION ISSUE,"I shall have considerably more to report concerning my impressions of this crisis in the South, but it suffices to note today that I was struck by the calm that prevails here and elsewhere in this State.",NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B5,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/politics-behind-integration-issue/docview/167125446/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B5&amp;date=1957-10-08&amp;atitle=THE+POLITICS+BEHIND+INTEGRATION+ISSUE&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-10-08,167125446_1_page0.txt,./moley_lat_txt/167125446_1_page0.txt
931,167126493,RAILS AND ROADS,"From time to time, a suggestion has been made to utilize railroad rights of way in construction of the vast network of superhighways on which the States and Federal government are now em-...",NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B5,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/rails-roads/docview/167126493/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B5&amp;date=1957-10-04&amp;atitle=RAILS+AND+ROADS&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-10-04,167126493_1_page0.txt,./moley_lat_txt/167126493_1_page0.txt
932,167213713,OLD SCHOOL 'YEAR' TIES US UP,"Integrated or segregated, Federally supported or locally supported, we must have school facilities to accommodate our burgeoning population. At the same time, apparently, we must anticipate creeping...",NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B5,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/old-school-year-ties-us-up/docview/167213713/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B5&amp;date=1957-10-03&amp;atitle=OLD+SCHOOL+%27YEAR%27+TIES+US+UP&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-10-03,167213713_1_page0.txt,./moley_lat_txt/167213713_1_page0.txt
933,167219342,BAYONET ACTION,"Unless all the sources available to me as a writer are mighty deceiving, the President's action in the Little Rock crisis has almost universal opposition in the South and, outside a few places like New...",NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B5,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/bayonet-action/docview/167219342/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B5&amp;date=1957-10-01&amp;atitle=BAYONET+ACTION&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-10-01,167219342_1_page0.txt,./moley_lat_txt/167219342_1_page0.txt
934,167118912,Comptroller General Is Taxpayers' Sentinel,Much government policy is made through the methods used by agencies to keep their accounts and to provide for the public and Congress a clear and genuinely honest picture of what they are doing and in...,NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B4,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/comptroller-general-is-taxpayers-sentinel/docview/167118912/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B4&amp;date=1957-09-28&amp;atitle=Comptroller+General+Is+Taxpayers%27+Sentinel&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-09-28,167118912_1_page0.txt,./moley_lat_txt/167118912_1_page0.txt
935,167123735,POLITICAL NEGLECT,"On every hand we encounter shocking neglect of political responsibilities by the very people who have the most to contribute and who, incidentally, have the most to lose by the surrender of their con-...",NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B5,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/political-neglect/docview/167123735/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B5&amp;date=1957-09-26&amp;atitle=POLITICAL+NEGLECT&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-09-26,167123735_1_page0.txt,./moley_lat_txt/167123735_1_page0.txt
936,167109073,TUGWELL'S F.D.R.,"No historian of the New Deal years has attempted to deny that the grand strategy of President Roosevelt underwent a profound change in the years 1935, 1936 and 1937.",NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B5,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/tugwells-f-d-r/docview/167109073/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B5&amp;date=1957-09-24&amp;atitle=TUGWELL%27S+F.D.R.&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-09-24,167109073_1_page0.txt,./moley_lat_txt/167109073_1_page0.txt
937,167137551,A Change in Chairs but Not in Policy,The name of Lemuel R. Boulware has come to be intimately associated with certain constructive policies in labor and public relations in the General Electric Co. These have to do with a frank and open...,NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B4,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/change-chairs-not-policy/docview/167137551/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B4&amp;date=1957-09-21&amp;atitle=A+Change+in+Chairs+but+Not+in+Policy&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-09-21,167137551_1_page0.txt,./moley_lat_txt/167137551_1_page0.txt
938,167180439,The Santa Fe Formula for Political Freedom,"The moral issues involved in the custody of union funds include something more than protection of members from the free use of those funds for the personal comforts, peculations and speculations of...",NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B4,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/santa-fe-formula-political-freedom/docview/167180439/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B4&amp;date=1957-09-19&amp;atitle=The+Santa+Fe+Formula+for+Political+Freedom&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-09-19,167180439_1_page0.txt,./moley_lat_txt/167180439_1_page0.txt
939,167192472,A CAUTIOUS CONGRESS BUT WISE,The respective national chairmen of the two parties will offer differing views as to the value of legislation passed and rejected in the recent session of Congress. That is standard practice in politics.,NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B5,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/cautious-congress-wise/docview/167192472/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B5&amp;date=1957-09-16&amp;atitle=A+CAUTIOUS+CONGRESS+BUT+WISE&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-09-16,167192472_1_page0.txt,./moley_lat_txt/167192472_1_page0.txt
940,167111684,Concentrated Power Party System Peril,"At a most simulating but friendly inquisition to which I was subjected at the Phoenix (Ariz.) Press Club, the question was raised as to why I regarded with so much concern the domination of the Dem-...",NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B4,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/concentrated-power-party-system-peril/docview/167111684/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B4&amp;date=1957-09-14&amp;atitle=Concentrated+Power+Party+System+Peril&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-09-14,167111684_1_page0.txt,./moley_lat_txt/167111684_1_page0.txt
941,167115758,POLITICAL PARTIES CAN'T BE FUSSY,"That eminent philosopher from Indiana, Sen. William Jenner, when asked recently on a television program whether he wanted certain support in his next year's campaign for re-election replied that...",NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B5,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/political-parties-cant-be-fussy/docview/167115758/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B5&amp;date=1957-09-12&amp;atitle=POLITICAL+PARTIES+CAN%27T+BE+FUSSY&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-09-12,167115758_1_page0.txt,./moley_lat_txt/167115758_1_page0.txt
942,167204647,Public Power Politics Delays Trinity Project,Congress adjourned with several useful reclamation and power projects unnecessarily stymied. Reason for this can be squarely laid at the door of public-power zealots in Congress who are willing to deny their con-...,NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B4,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/public-power-politics-delays-trinity-project/docview/167204647/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B4&amp;date=1957-09-10&amp;atitle=Public+Power+Politics+Delays+Trinity+Project&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-09-10,167204647_1_page0.txt,./moley_lat_txt/167204647_1_page0.txt
