"","date_new","year.x","notable_writing","economy","fiscal_conservatism","privatization_of_government_functions","statism","business","civil_rights","communism","crime_criminal_justice","democracy","domestic_policy_misc","foreign_policy","government_efficiency","journalism_media","labor","religion","supreme_court","taxes","vietnam","political_analysis","conservative_politics","conservative_criticism","dem_criticism","democratic_party_politics","eisenhower","fdr_analysis_even_handed","goldwater","gop_party_politics","johnson","john_f_kennedy","nixon","criticism_of_moley","new_deal_critique","fdr_explicit_support","fdr_criticism","criticism_of_fdr_aides","ad_with_moley","yellow","document","x1","index","title","abstract","store_id","article_type","authors","copyright","document_type","entry_date","issn","issue","language","language_of_summary","pages","place_of_publication","pubdate","pubtitle","year.y","volume","document_url","document_features","start_page","find_a_copy","database"
"71",1958-05-12,1958,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1958-05-12_51_19 (N=1)",18,"batch5_18.pdf","Teen-Age Criminals: REVOLUTIONARY FINDINGS","THE picture of juvenile crime is vividly brought out in the latest FBI report. Juvenile burglaries and larcenies went up from approximately 36,000 in 1950 to nearly 100,000 in 1957. Altogether, last year 47 per cent of those arrested for murder, manslaughter, rape, robbery, aggravated assault, burglary, larceny, and auto theft were under 18 years.","1923998916","Magazines","Moley, Raymond","© IBT Media, Inc","Article","May 12, 1958","0028-9604","19","English","English","108","New York","May 12, 1958","Newsweek",1958,"51","https://www.proquest.com/magazines/teen-age-criminals/docview/1923998916/se-2?accountid=14696","Photographs","108","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=51&amp;issue=19&amp;title=Newsweek&amp;spage=108&amp;date=1958-05-12&amp;atitle=Teen-Age+Criminals&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"72",1958-06-16,1958,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1958-06-16_51_24 (N=1)",13,"batch5_13.pdf","The Grand Inquest: GREAT POWERS","SINCE Adam Clayton Powell Jr. is under indictment and facing trial, it would be improper to comment here on the merits of the case. But one aspect of this prosecution merits attention far more than the guilt or innocence of an individual.","1843934410","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Jun 16, 1958","0028-9604","24","English","English","112","New York","Jun 16, 1958","Newsweek",1958,"51","https://www.proquest.com/magazines/grand-inquest/docview/1843934410/se-2?accountid=14696","Photographs","112","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=51&amp;issue=24&amp;title=Newsweek&amp;spage=112&amp;date=1958-06-16&amp;atitle=The+Grand+Inquest&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"73",1958-07-21,1958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1958-07-21_52_3 (N=1)",8,"batch5_8.pdf","Crisis in California: KNOWLAND CAN WIN","THE political chips are down in California, and they represent immense values to all of us. The fate of Senator Knowland in his campaign for the governorship against Attorney General Edmund G. Brown is incidental. Knowland can live with his conscience, since he stands without compromise on the most vital of domestic issues—the right of a man to work at his trade, free from forced union membership.","1895321297","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Jul 21, 1958","0028-9604","3","English","English","92","New York","Jul 21, 1958","Newsweek",1958,"52","https://www.proquest.com/magazines/crisis-california/docview/1895321297/se-2?accountid=14696","Photographs","92","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=52&amp;issue=3&amp;title=Newsweek&amp;spage=92&amp;date=1958-07-21&amp;atitle=Crisis+in+California&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"74",1958-08-25,1958,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1958-08-25_52_8 (N=1)",3,"batch5_3.pdf","Smith of Virginia: STATESMAN'S RECORD","IF THIS observer were to name the Most Valuable Member in this and several preceding Congresses, he would be hard put to choose between two gentlemen from Virginia, the indispensable Byrd and the man affectionately known as ""Judge"" Smith. Howard Worth Smith resigned a judgeship to run for Congress 28 years ago and has served continuously since.","1832544785","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Aug 25, 1958","0028-9604","8","English","English","80","New York","Aug 25, 1958","Newsweek",1958,"52","https://www.proquest.com/magazines/smith-virginia/docview/1832544785/se-2?accountid=14696","Photographs","80","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=52&amp;issue=8&amp;title=Newsweek&amp;spage=80&amp;date=1958-08-25&amp;atitle=Smith+of+Virginia&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"75",1958-09-22,1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1958-09-22_52_12 (N=1)",47,"batch4_47.pdf","Not a Religious Issue: STATECRAFT'S TASK","IN OHIO, California, Washington, Colorado, and Idaho, right-to-work is on the ballot this year. In some of those states members of the clergy— Protestant, Jewish, and Roman Catholic—have become embroiled in the campaign on one side or the other. Even bishops have joined the fray.","1894147611","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Sep 22, 1958","0028-9604","12","English","English","112","New York","Sep 22, 1958","Newsweek",1958,"52","https://www.proquest.com/magazines/not-religious-issue/docview/1894147611/se-2?accountid=14696","Photographs","112","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=52&amp;issue=12&amp;title=Newsweek&amp;spage=112&amp;date=1958-09-22&amp;atitle=Not+a+Religious+Issue&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"76",1958-10-13,1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1958-10-13_52_15 (N=1)",44,"batch4_44.pdf","The Battle in Arizona: BUSY COPE","Phoenix—Probably the most clearcut campaign in the nation between two philosophies of government is raging in this state. The Republican candidates for the most important offices are not ""modern"" Republicans. They are conservative in the best sense of the word.","1879111412","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Oct 13, 1958","0028-9604","15","English","English","124","New York","Oct 13, 1958","Newsweek",1958,"52","https://www.proquest.com/magazines/battle-arizona/docview/1879111412/se-2?accountid=14696","Photographs","124","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=52&amp;issue=15&amp;title=Newsweek&amp;spage=124&amp;date=1958-10-13&amp;atitle=The+Battle+in+Arizona&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"77",1958-11-17,1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1958-11-17_52_20 (N=1)",39,"batch4_39.pdf","How to Lick the Wounds: BUSINESSMEN'S ROLE","REPUBLICANS who are applying the salivary emollient through the most primitive method known to the animal kingdom will, no doubt, after the sharpness of the pain has passed, conclude that what happened in the 1958 election may perhaps have a beneficial effect.","1894141721","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Nov 17, 1958","0028-9604","20","English","English","120","New York","Nov 17, 1958","Newsweek",1958,"52","https://www.proquest.com/magazines/how-lick-wounds/docview/1894141721/se-2?accountid=14696","Photographs","120","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=52&amp;issue=20&amp;title=Newsweek&amp;spage=120&amp;date=1958-11-17&amp;atitle=How+to+Lick+the+Wounds&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"78",1958-12-08,1958,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1958-12-08_52_23 (N=1)",36,"batch4_36.pdf","Design for Decision: SAFE CRITERIA","IN SUSTAINING the Alabama school placement law on November 25th, the Supreme Court has followed similar decisions concerning a school placement law of North Carolina. It is clear now that with reasonable administration of such laws in other states that have adopted them, and with reasonable quiet by Northerners who have only a dim understanding of the facts and conditions prevailing in the South, a peaceful solution of the integration issue can be reached.","1850815224","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Dec 8, 1958","0028-9604","23","English","English","100","New York","Dec 8, 1958","Newsweek",1958,"52","https://www.proquest.com/magazines/design-decision/docview/1850815224/se-2?accountid=14696","Photographs","100","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=52&amp;issue=23&amp;title=Newsweek&amp;spage=100&amp;date=1958-12-08&amp;atitle=Design+for+Decision&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"79",1960-01-18,1960,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1960-01-18_55_3 (N=1)",43,"batch3_43.pdf","The Kishi Mission: PRACTICAL COOPERATION","YEARS from now, men may look back and say of the 1960s: ""There was a decade!"" It can bring abundant hope, immense challenges, and fine fulfillment. Or it can be darkened by wistful regret. In foreign affairs it will be inaugurated this coming week when Japan's Prime Minister Nobusuke Kishi visits Washington to consummate a new security treaty.","1843937020","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Jan 18, 1960","0028-9604","3","English","English","92","New York","Jan 18, 1960","Newsweek",1960,"55","https://www.proquest.com/magazines/kishi-mission/docview/1843937020/se-2?accountid=14696","Photographs","92","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=55&amp;issue=3&amp;title=Newsweek&amp;spage=92&amp;date=1960-01-18&amp;atitle=The+Kishi+Mission&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"80",1960-02-29,1960,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1960-02-29_55_9 (N=1)",37,"batch3_37.pdf","Unnecessary School Aid: FREEMAN UPHELD","CONGRESS began its big bite into the 1961 surplus when the Senate passed a $1.8 billion, two-year bill for school construction and teachers' salaries. The House will omit teachers' salaries and probably pass a smaller school-construction bill. The President's modest request is for help to needy districts to service their school bonds.","1832544927","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Feb 29, 1960","0028-9604","9","English","English","108","New York","Feb 29, 1960","Newsweek",1960,"55","https://www.proquest.com/magazines/unnecessary-school-aid/docview/1832544927/se-2?accountid=14696","Photographs","108","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=55&amp;issue=9&amp;title=Newsweek&amp;spage=108&amp;date=1960-02-29&amp;atitle=Unnecessary+School+Aid&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"81",1960-03-21,1960,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1960-03-21_55_12 (N=1)",34,"batch3_34.pdf","Businessmen in Politics—II: PRACTICAL PROGRAMS","THE title of this piece is designed to draw the distinction between ""business"" and ""businessmen"" in politics. The distinction is vital. The revival of interest among businessmen in their civic and political responsibilities is not, as some imagine, to bring back the days of ruthless corporations striding heavy-booted over the planted fields of public interest.","1850803287","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Mar 21, 1960","0028-9604","12","English","English","134","New York","Mar 21, 1960","Newsweek",1960,"55","https://www.proquest.com/magazines/businessmen-politics-ii/docview/1850803287/se-2?accountid=14696","Photographs","134","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=55&amp;issue=12&amp;title=Newsweek&amp;spage=134&amp;date=1960-03-21&amp;atitle=Businessmen+in+Politics%E2%80%94II&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"82",1960-04-25,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1960-04-25_55_17 (N=1)",29,"batch3_29.pdf","Irrelevant Loyalties: RELEVANT CHOICES","When party responsibility is absent or there is no choice between candidates, it is a human trait to turn to other and politically irrelevant loyalties in voting. Among these other loyalties religion, race, and national origins come first.","1879124373","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Apr 25, 1960","0028-9604","17","English","English","120","New York","Apr 25, 1960","Newsweek",1960,"55","https://www.proquest.com/magazines/irrelevant-loyalties/docview/1879124373/se-2?accountid=14696","Photographs","120","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=55&amp;issue=17&amp;title=Newsweek&amp;spage=120&amp;date=1960-04-25&amp;atitle=Irrelevant+Loyalties&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"83",1960-05-09,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1960-05-09_55_19 (N=1)",27,"batch3_27.pdf","Henry Gets Polled: MORAL OF THE STORY","HENRY was planting some geraniums. It was a way of usefully employing his body while his mind was reaching a decision. Later there would be two hours before bedtime. At supper he had said he might go over and discuss with a neighbor the behavior of another neighbor's chickens.","1843937645","Magazines","Moley, Raymond","© IBT Media, Inc","Article","May 9, 1960","0028-9604","19","English","English","118","New York","May 9, 1960","Newsweek",1960,"55","https://www.proquest.com/magazines/henry-gets-polled/docview/1843937645/se-2?accountid=14696","Photographs","118","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=55&amp;issue=19&amp;title=Newsweek&amp;spage=118&amp;date=1960-05-09&amp;atitle=Henry+Gets+Polled&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"84",1960-06-06,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1960-06-06_55_23 (N=1)",23,"batch3_23.pdf","Determinism's Evil End: REFORMERS' DESTINY","IN AN interview on our activity in space, an executive of the National Aeronautics and Space Administration was asked why it should be necessary to send a man out there when we have such wonderful instruments. He answered: ""Only a man can find what we are not looking for; an instrument can find only what we think is there.""","1832550936","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Jun 6, 1960","0028-9604","23","English","English","120","New York","Jun 6, 1960","Newsweek",1960,"55","https://www.proquest.com/magazines/determinisms-evil-end/docview/1832550936/se-2?accountid=14696","Photographs","120","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=55&amp;issue=23&amp;title=Newsweek&amp;spage=120&amp;date=1960-06-06&amp;atitle=Determinism%27s+Evil+End&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"85",1960-07-18,1960,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1960-07-18_56_3 (N=1)",17,"batch3_17.pdf","Japan's Brighter Side: SYMBOLS IN STEEL","AS DEMOCRATIC processes grow in Japan, Communist-inspired mob violence, with its hate-America tone, may well pass. But the economic ties between us are a durable reality. There is no better example of Japan's fine capacity in industry, engineering, and trade than in her shipbuilding.","1850803764","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Jul 18, 1960","0028-9604","3","English","English","92","New York","Jul 18, 1960","Newsweek",1960,"56","https://www.proquest.com/magazines/japans-brighter-side/docview/1850803764/se-2?accountid=14696","Photographs","92","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=56&amp;issue=3&amp;title=Newsweek&amp;spage=92&amp;date=1960-07-18&amp;atitle=Japan%27s+Brighter+Side&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"86",1960-08-22,1960,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1960-08-22_56_8 (N=1)",12,"batch3_12.pdf","Lawmaking in Dog Days: 'POINT OF MADNESS'","TO CLAIM that this resumption of the final session of the 86th Congress is necessary is a monstrous fraud. The Senate leadership, deliberately or by acquiescence, permitted a slowdown in May and June. To pass legislation in the dog days for political purposes is to put political advantage above a sacred public responsibility.","1866740213","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Aug 22, 1960","0028-9604","8","English","English","92","New York","Aug 22, 1960","Newsweek",1960,"56","https://www.proquest.com/magazines/lawmaking-dog-days/docview/1866740213/se-2?accountid=14696","Photographs","92","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=56&amp;issue=8&amp;title=Newsweek&amp;spage=92&amp;date=1960-08-22&amp;atitle=Lawmaking+in+Dog+Days&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"87",1960-09-26,1960,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1960-09-26_56_13 (N=1)",7,"batch3_7.pdf","A New Kind of Campaign: PARTY LINES IGNORED","CAMPAIGN orators are already filling the air with platitudes about the ""new frontier"" and the ""challenge of the future"" and all that sort of thing. But they must realize, especially those who are campaigning for the national tickets, that so far as campaigning goes, the future is already here.","1894150229","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Sep 26, 1960","0028-9604","13","English","English","124","New York","Sep 26, 1960","Newsweek",1960,"56","https://www.proquest.com/magazines/new-kind-campaign/docview/1894150229/se-2?accountid=14696","Photographs","124","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=56&amp;issue=13&amp;title=Newsweek&amp;spage=124&amp;date=1960-09-26&amp;atitle=A+New+Kind+of+Campaign&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"88",1960-10-24,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1960-10-24_56_17 (N=1)",3,"batch3_3.pdf","Labor and the Candidates: KENNEDY TO MEANY","THE following is an account of a meeting between candidates Kennedy and Johnson and Sen. Harry Byrd in August. In the main, it is based upon an article by a responsible reporter, Frank van der Linden, published in Southern newspapers, including The Nashville Banner and The Greenville (S.C.) News.","1924002684","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Oct 24, 1960","0028-9604","17","English","English","136","New York","Oct 24, 1960","Newsweek",1960,"56","https://www.proquest.com/magazines/labor-candidates/docview/1924002684/se-2?accountid=14696","Photographs","136","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=56&amp;issue=17&amp;title=Newsweek&amp;spage=136&amp;date=1960-10-24&amp;atitle=Labor+and+the+Candidates&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"89",1960-11-21,1960,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1960-11-21_56_21 (N=1)",255,"na","The Disfranchised: CORRECTION BY LAW","IN THE midst of all the hand-on| heart declarations of politicians concerning the Negroes who are prevented from voting and the boasts that the right to vote has been extended by Federal law to enfranchise those people, to my knowledge nothing has been said or done by either party for 8 million voters who were unable to vote on Nov. 8.","2442862441","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Nov 21, 1960","0028-9604","22","English","English","116","New York","Nov 21, 1960","Newsweek",1960,"56","https://www.proquest.com/magazines/disfranchised/docview/2442862441/se-2?accountid=14696","Photographs","116","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=56&amp;issue=22&amp;title=Newsweek&amp;spage=116&amp;date=1960-11-21&amp;atitle=The+Disfranchised&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"90",1960-12-12,1960,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1960-12-12_56_24 (N=1)",252,"batch2_252.pdf","Is This Democracy?: NOBLY CONCEIVED MESS","IN 1958, after Roman Catholic bishops of Ohio had expressed public opposition to a right-to-work proposal in the campaign there, I wrote a piece in this space suggesting that ministers of the Gospel should stay out of politics except when specific issues of faith and morals are involved.","1883542115","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Dec 12, 1960","0028-9604","25","English","English","108","New York","Dec 12, 1960","Newsweek",1960,"56","https://www.proquest.com/magazines/is-this-democracy/docview/1883542115/se-2?accountid=14696","Photographs","108","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=56&amp;issue=25&amp;title=Newsweek&amp;spage=108&amp;date=1960-12-12&amp;atitle=Is+This+Democracy%3F&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"91",1952-03-03,1952,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1952-03-03_newsweek (N=1)",282,"batch6_282.pdf","How to Keep Our Liberty","TWENTY-SEVEN months ago in this space I presented an article under the title ""Organizing for Freedom."" That article said, in brief, (a) that a majority of the eligible voters in this country were opposed to current government policies tending toward socialism; (b) that this majority suffered because it had no means of organized expression; (c) that the Republican Party alone could not mobilize this majority; (d) hence citizens concerned in preserving their liberty should be organized in a group or groups outside the parties to provide the votes necessary to the election of sound and conservative candidates, Republican or Democrat, North and South.","1843956069","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Mar 3, 1952","0028-9604","9","English","English","96","New York","Mar 3, 1952","Newsweek",1952,"39","https://www.proquest.com/magazines/how-keep-our-liberty/docview/1843956069/se-2?accountid=14696","Photographs","96","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=39&amp;issue=9&amp;title=Newsweek&amp;spage=96&amp;date=1952-03-03&amp;atitle=How+to+Keep+Our+Liberty&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"92",1952-03-03,1952,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1952-03-03_newsweek (N=1)",283,"batch6_283.pdf","The Way to Liberty","The underlying purpose of the first half of Raymond Moley's ""How to Keep Our Liberty"" is to demonstrate that the policies of statism are a grim threat, not merely to the higher-income groups, but to the immense majority of the American people. The latter half of the book discusses the possible ways in which the menace of these policies may be made clear in terms of daily living and the people mobilized to use the polls to defeat them.","1843954997","Magazines","Moley, Raymond","© IBT Media, Inc","Review","Mar 3, 1952","0028-9604","9","English","English","92-94","New York","Mar 3, 1952","Newsweek",1952,"39","https://www.proquest.com/magazines/way-liberty/docview/1843954997/se-2?accountid=14696",NA,"92","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=39&amp;issue=9&amp;title=Newsweek&amp;spage=92&amp;date=1952-03-03&amp;atitle=The+Way+to+Liberty&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"93",1952-05-19,1952,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1952-05-19_39_20 (N=1)",271,"batch6_271.pdf","Miracle in Texas","TULSA—This piece is written after fifteen days in Texas observing what Mark Twain would describe as a planned miracle. It was a most exciting demonstration of political revolt.","1882533675","Magazines","Moley, Raymond","© IBT Media, Inc","Article","May 19, 1952","0028-9604","20","English","English","116","New York","May 19, 1952","Newsweek",1952,"39","https://www.proquest.com/magazines/miracle-texas/docview/1882533675/se-2?accountid=14696","Photographs","116","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=39&amp;issue=20&amp;title=Newsweek&amp;spage=116&amp;date=1952-05-19&amp;atitle=Miracle+in+Texas&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"94",1952-06-23,1952,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"1952-06-23_39_25 (N=1)",267,"batch6_267.pdf","Knee-Deep in June","So MANY things in politics are happening these days that this offering must be a series of thumbnail views and opinions. ►It is knee-deep in June, and Democrats are hoping that by this time in July the Republican Party will he knee-deep in its own blood.","1882534188","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Jun 23, 1952","0028-9604","25","English","English","100","New York","Jun 23, 1952","Newsweek",1952,"39","https://www.proquest.com/magazines/knee-deep-june/docview/1882534188/se-2?accountid=14696","Photographs","100","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=39&amp;issue=25&amp;title=Newsweek&amp;spage=100&amp;date=1952-06-23&amp;atitle=Knee-Deep+in+June&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
