Title,Subtitle,Author,Publication,SourceType,Publisher,Volume,Issue,PubDate,AlphaDate,StartPage,EndPage,PageRange,ISSN,EISSN,ISBN,Language,DocumentUrl,DOI
Food Price Declines and Steel Price Increases,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,2/27/1948,27-Feb-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165809042?accountid=14696&bdid=91914&_bd=dBiVV7B490CM%2FRqfxDf9Il01iQs%3D,
The Issue Is Personal,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,5/1/1948,1-May-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165863487?accountid=14696&bdid=91914&_bd=lfZoDWKP2zXlhQrDqoedQ0pXuo0%3D,
TAFT'S CHANCES,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,6/15/1948,15-Jun-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165869587?accountid=14696&bdid=91914&_bd=61LQsPHJ3f%2BTbWZsjNMxKU24kvo%3D,
Ruhr Coal Nationalization May Be Only a Beginning,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,9/8/1948,8-Sep-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165884333?accountid=14696&bdid=91914&_bd=IwEGKdLb%2FkIcony36HLwq9IYC%2Fs%3D,
Exporting the New Deal to Japan and Germany,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,9/3/1948,3-Sep-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165890349?accountid=14696&bdid=91914&_bd=N7tzUGLL1z01ZCX8Uu%2BBf28xVL0%3D,
Why the South Is Angry,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,3/4/1948,4-Mar-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165800908?accountid=14696&bdid=91914&_bd=dexyzMnVnpPPvzUZk396TAzYSvw%3D,
PARITY FOR LABOR,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,6/17/1948,17-Jun-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165866758?accountid=14696&bdid=91914&_bd=M8vbeuEKmFQTsbtRsbox%2FASLLvU%3D,
No Smoke-Filled Room,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,4/20/1948,20-Apr-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165829837?accountid=14696&bdid=91914&_bd=FCJpjT9FnyA%2F50ThGw%2B82afrUDo%3D,
Roosevelt and Rogers Offer Sharp Contrast,"Views of These Sons of Famous Men Vary on Keeping Pledges, Raymond Moley Finds","Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,7/13/1948,13-Jul-48,6,,6,4583035,,,ENG,https://www.proquest.com/docview/165891165?accountid=14696&bdid=91914&_bd=7uJ7Cp7PnLGzgtGqIvgU6imGMfM%3D,
Candidate Warren,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,5/18/1948,18-May-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165846755?accountid=14696&bdid=91914&_bd=s5nmTjy1j73IrogrcvdZwRYHCp8%3D,
Hurley's Senate Campaign Has National Importance,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,9/29/1948,29-Sep-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165867271?accountid=14696&bdid=91914&_bd=nxBM%2BIHjrjapTZtLAkoz8n8p2lI%3D,
MUST WE HAVE DEFICITS?--,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,6/9/1948,9-Jun-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165865015?accountid=14696&bdid=91914&_bd=YvDngo1saVsS2WKMTRRZb9X0D3g%3D,
What Will Happen If GOP Loses the Senate,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,10/3/1948,3-Oct-48,A5,,A5,4583035,,,ENG,https://www.proquest.com/docview/165888276?accountid=14696&bdid=91914&_bd=5r2gH5OyPpKqVYaaNXsdz0WxrW4%3D,
Happiness Views of Gov. Green in Best Tradition,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,6/22/1948,22-Jun-48,2,,2,4583035,,,ENG,https://www.proquest.com/docview/165861172?accountid=14696&bdid=91914&_bd=r5xFLb13XSA5ksAlwUAeMURL3mQ%3D,
Salvation Through Inflation,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,5/29/1948,29-May-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165837618?accountid=14696&bdid=91914&_bd=UmXs0AeRdPaxczGf0%2B73yFU%2BYAY%3D,
Devaluation Is Necessary,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,1/30/1948,30-Jan-48,A4,,,4583035,,,ENG,https://www.proquest.com/docview/165792483?accountid=14696&bdid=91914&_bd=%2FGOsZcEVwgu2s4hnDle8TxczAEU%3D,
"Truman's Off-the-Cuff Style Is Something New, at Least",,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,9/14/1948,14-Sep-48,A5,,A5,4583035,,,ENG,https://www.proquest.com/docview/165876538?accountid=14696&bdid=91914&_bd=6oXeRJNODXhDwXypqP%2FHNYvSN0A%3D,
Western Berlin's Industry Gives Us Bargaining Power,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,10/13/1948,13-Oct-48,A5,,A5,4583035,,,ENG,https://www.proquest.com/docview/165895135?accountid=14696&bdid=91914&_bd=uPF7mAMNjmuR%2BPgR2DM2wNRQbp8%3D,
Why Cartels Are Necessary in Europe and Japan,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,10/11/1948,11-Oct-48,A5,,A5,4583035,,,ENG,https://www.proquest.com/docview/165882937?accountid=14696&bdid=91914&_bd=jwO39aX4cznyrjSkGI3pxVd5jgE%3D,
Campaign Began Too Early and Already Is Too Long,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,10/12/1948,12-Oct-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165867388?accountid=14696&bdid=91914&_bd=WeDrGyJmeKAUXvVX%2BKK1BqDLbcQ%3D,
Press-Gallery Boom.,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,2/26/1948,26-Feb-48,A4,,,4583035,,,ENG,https://www.proquest.com/docview/165793669?accountid=14696&bdid=91914&_bd=1e9gY5m95PohqQX4SI0U3wnrCNQ%3D,
Why Eisenhower Cannot Run,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,6/1/1948,1-Jun-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165864674?accountid=14696&bdid=91914&_bd=14ViXhgLHqVDWfVkf6gkL1vEMJs%3D,
'Eventually--Why Not Now?',,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,3/16/1948,16-Mar-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165809974?accountid=14696&bdid=91914&_bd=xtaMOqShSeKPrXHVvHaxu8HZdKo%3D,
Gloom at Convention Compared to '32 Glory,Great Leaders Dead or in Eclipse and Party Lacks Unity and Hope Inspired by Roosevelt,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,7/15/1948,15-Jul-48,7,,7,4583035,,,ENG,https://www.proquest.com/docview/165864957?accountid=14696&bdid=91914&_bd=Qi%2FZ8dS71A%2Fz%2FMVUMr1yPEJthX8%3D,
A Warning to Republicans: The Foe Has Lots of Stuff,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,9/1/1948,1-Sep-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165899176?accountid=14696&bdid=91914&_bd=OB2SQJhs%2B0nMCTdIfvvST5cC63Y%3D,
Attempt of New Dealers to Socialize Japanese,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,8/18/1948,18-Aug-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165895813?accountid=14696&bdid=91914&_bd=yCpgXhdVukv%2BuU7w9kk7fZBHr0s%3D,
TRIMMING THE ERP--,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,6/12/1948,12-Jun-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165851752?accountid=14696&bdid=91914&_bd=TRCdXfRxeeEo%2F0z0flvp37vNMbE%3D,
Tito Is Only One Sign That Moscow Isn't Well,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,8/6/1948,6-Aug-48,4A,,4A,4583035,,,ENG,https://www.proquest.com/docview/165892267?accountid=14696&bdid=91914&_bd=gkjyw5voyK%2BIu9N%2FwcYWMl7GFvs%3D,
A Sound German Labor Leader,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,3/18/1948,18-Mar-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165816782?accountid=14696&bdid=91914&_bd=Vw7bXW53knqi0dxptF2NM273rXQ%3D,
Internal Soviet Troubles,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,2/6/1948,6-Feb-48,A4,,,4583035,,,ENG,https://www.proquest.com/docview/165789966?accountid=14696&bdid=91914&_bd=L4xa2cFZrgNlXT9QqEDtpNnKcG0%3D,
Last Roundup by Moley: GOP Will Keep the Senate,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,11/2/1948,2-Nov-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165894058?accountid=14696&bdid=91914&_bd=GObZ5qswsPKFolz9mvWT7TsQduc%3D,
"WE DESTROY GERMANY, AND THEN PAY THE BILL",,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,9/17/1948,17-Sep-48,A5,,A5,4583035,,,ENG,https://www.proquest.com/docview/165891180?accountid=14696&bdid=91914&_bd=WhX6Y7Btpe%2BeGleZt44HvEmXs%2Fc%3D,
Formula for Nonpartisanship,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,3/23/1948,23-Mar-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165788486?accountid=14696&bdid=91914&_bd=3dG7F3%2B92hJzNxpMjIIViScRbCI%3D,
Grain Surpluses Will Be a Political Issue Again,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,8/19/1948,19-Aug-48,A5,,A5,4583035,,,ENG,https://www.proquest.com/docview/165883979?accountid=14696&bdid=91914&_bd=iYUaCRsHmEsLoVPhSHAHHEiJPxQ%3D,
Guns or Butter--,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,4/22/1948,22-Apr-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165848350?accountid=14696&bdid=91914&_bd=TJRYRfLYQi%2FmNpfFJYU5luvJH8s%3D,
LONG OPPONENTS TAKE HEART IN LOUISIANA,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,8/27/1948,27-Aug-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165843347?accountid=14696&bdid=91914&_bd=2%2F1fpImGBJXcl9gA%2BCFq%2BE%2BuCRs%3D,
The Spellbinder Is Gone,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,2/25/1948,25-Feb-48,A4,,,4583035,,,ENG,https://www.proquest.com/docview/165794765?accountid=14696&bdid=91914&_bd=xqHMuyLaGtll%2FRxwsW01xahJaDk%3D,
Limited War Talk,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,4/2/1948,2-Apr-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165866441?accountid=14696&bdid=91914&_bd=4ZYMMN0R1w%2BNhUkSnGFxQTHhmEQ%3D,
"Trying to Pull a Rabbit, Truman Wrecks the Hat",,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,10/15/1948,15-Oct-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165914192?accountid=14696&bdid=91914&_bd=mTviE8BD0r0qtNZG%2FFwzqZ85xQc%3D,
On Dropping Truman,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,3/13/1948,13-Mar-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165851081?accountid=14696&bdid=91914&_bd=hW3KZ6GfkXwmvJUZEcrSTk%2FpLl8%3D,
New Political Weapons,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,2/14/1948,14-Feb-48,A4,,,4583035,,,ENG,https://www.proquest.com/docview/165818859?accountid=14696&bdid=91914&_bd=QO884yYEHkwR%2FvsWkPn5iesTZ%2BE%3D,
Old-Fashioned Bosses Missing From Convention,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,6/26/1948,26-Jun-48,4,,4,4583035,,,ENG,https://www.proquest.com/docview/165884144?accountid=14696&bdid=91914&_bd=oqbuCWgauH7MAdhtV8yboIGhWN8%3D,
"Stability, Not Deflation, Should Be GOP's Aim",,RAYMOND MOLEY:,Los Angeles Times (1923-1995),Historical Newspapers,,,,8/9/1948,9-Aug-48,B5,,B5,4583035,,,ENG,https://www.proquest.com/docview/165891867?accountid=14696&bdid=91914&_bd=QVrqAQHmSwPy3tBdH3AlYxvJWDk%3D,
The Thomas Committee Resumes,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,2/10/1948,10-Feb-48,A4,,,4583035,,,ENG,https://www.proquest.com/docview/165807324?accountid=14696&bdid=91914&_bd=skxbJWjOI0NEgwFY6AJXi5pqt1U%3D,
Montana May Decide Which Party Runs Senate,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,9/21/1948,21-Sep-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165873095?accountid=14696&bdid=91914&_bd=71hoCCmVX5sIyprQCm%2FnWdqbja0%3D,
DEWEY'S BIGGEST PROBLEM,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,7/7/1948,7-Jul-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165875555?accountid=14696&bdid=91914&_bd=NAL%2B0yjvLkBERkH1%2BORJCQCjnwc%3D,
"Ball Gains in Minnesota, But May Not Gain Enough",,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,10/29/1948,29-Oct-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165834086?accountid=14696&bdid=91914&_bd=qFRoWncwjGj3NuRH1%2BSngXBe%2Flk%3D,
DEWEY AND ROOSEVELT.,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,7/1/1948,1-Jul-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165835331?accountid=14696&bdid=91914&_bd=FgyMdqTsBnvAavI8%2BghEVPH0P4I%3D,
MOLEY LAUDS WARREN FOR 'COSMIC INTEGRITY',,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,6/25/1948,25-Jun-48,7,,7,4583035,,,ENG,https://www.proquest.com/docview/165870657?accountid=14696&bdid=91914&_bd=9E7OPiLoYvy4Ftz4UOCOgrRd3Fk%3D,
Time Is on Our Side in the Russian Duel,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,8/20/1948,20-Aug-48,A5,,A5,4583035,,,ENG,https://www.proquest.com/docview/165882631?accountid=14696&bdid=91914&_bd=8anf1d7Qb4fsM84y9c%2FXFKndyyE%3D,
Churchill's Retrospect,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,4/27/1948,27-Apr-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165827188?accountid=14696&bdid=91914&_bd=NOgmOQNe9H00tQ%2BmKv5Oba6CVtk%3D,
Politics in Government Medicine,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,2/20/1948,20-Feb-48,A4,,,4583035,,,ENG,https://www.proquest.com/docview/165809751?accountid=14696&bdid=91914&_bd=beMk7Jop1AK0Hs6bvcQ58x%2FWjEc%3D,
More Bad Prophecies,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,4/16/1948,16-Apr-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165829010?accountid=14696&bdid=91914&_bd=k1LTv58OayuolHhdDdOeGtoDk%2B8%3D,
Living by Giving,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,2/19/1948,19-Feb-48,A4,,,4583035,,,ENG,https://www.proquest.com/docview/165879740?accountid=14696&bdid=91914&_bd=QbDGBwdJlwakRWhWqBqpFFTyVgA%3D,
Wisconsin's Bad Primary Law,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,3/26/1948,26-Mar-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165807738?accountid=14696&bdid=91914&_bd=rxjdJ3cXXNlGVZ9Q4PiNvT%2B2ISI%3D,
The Oregon Trail,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,5/20/1948,20-May-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165890540?accountid=14696&bdid=91914&_bd=6K8Nn3XiMJCi0uWqpidVW4gwYoo%3D,
Govs. Dewey and Warren and the Price of Bread,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,10/18/1948,18-Oct-48,A5,,A5,4583035,,,ENG,https://www.proquest.com/docview/165877842?accountid=14696&bdid=91914&_bd=oWmUcqSbdavF%2FctMDFTO7CPgmAg%3D,
De Valera Is a Victim of Minorities,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,4/8/1948,8-Apr-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165831283?accountid=14696&bdid=91914&_bd=HAxkIQhNjQ8wyYv%2B0c7YBtBQLOg%3D,
Moley Views Platform as Usual 'Double Talk',,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,6/23/1948,23-Jun-48,4,,4,4583035,,,ENG,https://www.proquest.com/docview/165876874?accountid=14696&bdid=91914&_bd=7gbgZYMwjIJwX56NIa%2F%2F9oAwkWI%3D,
Hunting the Farm Vote--,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,6/2/1948,2-Jun-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165821805?accountid=14696&bdid=91914&_bd=i%2Bhq1JDadLSlv15C5FuGHdIOqYQ%3D,
What Can We Guarantee?,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,3/9/1948,9-Mar-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165785234?accountid=14696&bdid=91914&_bd=EuCqzVhdgIrusDkourk8%2BKYe35k%3D,
The Longs Are Back in Louisiana,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,1/29/1948,29-Jan-48,A4,,,4583035,,,ENG,https://www.proquest.com/docview/165791474?accountid=14696&bdid=91914&_bd=me515oWHyyU26yUTtZpP979NC%2Bs%3D,
Dark Horsemanship,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,4/15/1948,15-Apr-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165849705?accountid=14696&bdid=91914&_bd=1IopTpJqgyI1j4p7DaW4cF3yOKE%3D,
The Republican Race,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,3/31/1948,31-Mar-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165800152?accountid=14696&bdid=91914&_bd=92SKNL6UkJabkw9URCVry17f5CU%3D,
Kentucky and West Virginia Give GOP a Chance,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,10/27/1948,27-Oct-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165843722?accountid=14696&bdid=91914&_bd=eXK3kvKtKkCe8vI%2FWUGKEDerOWI%3D,
Eisenhower Again?,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,4/3/1948,3-Apr-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165829114?accountid=14696&bdid=91914&_bd=E9HFGO%2F0iv5tgVJgi4qmWzhzmw0%3D,
Warren's Unique Appeal Is Revealed by His Tour,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,9/30/1948,30-Sep-48,A5,,A5,4583035,,,ENG,https://www.proquest.com/docview/165870529?accountid=14696&bdid=91914&_bd=fiip7VqOIXOLGYhJLMIoVFjxf%2FE%3D,
THE WINNING OF WARREN,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,7/3/1948,3-Jul-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165834309?accountid=14696&bdid=91914&_bd=rhhvqAxNZxu5%2FHScTWONJmToyrE%3D,
Barkley Stirs Memories as He Gives Keynote,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,7/14/1948,14-Jul-48,5,,5,4583035,,,ENG,https://www.proquest.com/docview/165866387?accountid=14696&bdid=91914&_bd=Ub9vdyG3vb%2BRhOkwuvLFbnohCFk%3D,
Advice From an Expert,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,3/25/1948,25-Mar-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165828023?accountid=14696&bdid=91914&_bd=OW00OqtdASmA%2FhO%2FXsJ%2FEoTgVmM%3D,
"Inflation and Ice Cream, Too.",,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,3/5/1948,5-Mar-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165799510?accountid=14696&bdid=91914&_bd=6ZWXqv459IIvz%2BZiP8%2BwWrX9nio%3D,
Nobody Knows What Price Action Will Do,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,8/5/1948,5-Aug-48,A5,,A5,4583035,,,ENG,https://www.proquest.com/docview/165877831?accountid=14696&bdid=91914&_bd=G1UgCfHrWz3ytd8szDOJzK8kXf0%3D,
Two Parties in Texas,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,2/5/1948,5-Feb-48,A4,,,4583035,,,ENG,https://www.proquest.com/docview/165791447?accountid=14696&bdid=91914&_bd=wsXe3ZM30Djr6xy7MDAGc3jDLeU%3D,
Definitions of 'Liberalism'--,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,4/23/1948,23-Apr-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165821941?accountid=14696&bdid=91914&_bd=0Kk9skfwiAdmRFJYk%2Fy48fS%2FUIU%3D,
Dealing With Stalin Is Not Like Dealing With Hitler,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,10/6/1948,6-Oct-48,B5,,B5,4583035,,,ENG,https://www.proquest.com/docview/165907968?accountid=14696&bdid=91914&_bd=ijL33wAlkgjcPybmR%2Bt3y1RlhzU%3D,
The Boeing Strike,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,5/25/1948,25-May-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165853172?accountid=14696&bdid=91914&_bd=lTQd7yWccnxIMBXZcl%2BiAFVGo6Q%3D,
AT THE GOVERNORS' CONFERENCE,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,6/19/1948,19-Jun-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165834578?accountid=14696&bdid=91914&_bd=JaB0QPiyjpwD4mzYL8m3SlIz87k%3D,
Truman's Speeches Foster West Coast Labor Troubles,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,9/24/1948,24-Sep-48,A5,,A5,4583035,,,ENG,https://www.proquest.com/docview/165879964?accountid=14696&bdid=91914&_bd=NXimGkPAudmJV%2BrWXdfqVvpvDXA%3D,
Professionals Take Over--,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,5/15/1948,15-May-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165817795?accountid=14696&bdid=91914&_bd=Xg4SzUVudZmG%2Bh0FF0IHrBnkkbk%3D,
Absurdity of Lie Detectors in the Spy Investigation,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,8/26/1948,26-Aug-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165872494?accountid=14696&bdid=91914&_bd=MA6s4HFvlgh1qdDRHYKInhJNi3s%3D,
Creeping Paralysis,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,4/30/1948,30-Apr-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165817032?accountid=14696&bdid=91914&_bd=u5n5Au3ovfpXJD5jxIquCoz2GlU%3D,
Charles Beard Lived to See Events Justify His Vision,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,9/7/1948,7-Sep-48,A5,,A5,4583035,,,ENG,https://www.proquest.com/docview/165870473?accountid=14696&bdid=91914&_bd=kx7hbK4zAOU9B2ElJhLO3f8gCCM%3D,
President or Vice-President?,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,5/28/1948,28-May-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165826308?accountid=14696&bdid=91914&_bd=yhn%2BeJQc7tjiSqlYie3xsKu%2Fdkc%3D,
Oregon Is Politically Quiet; Washington Has Contests,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,9/23/1948,23-Sep-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165870588?accountid=14696&bdid=91914&_bd=kRCWuE4LAPWoIDQk9MnFOQkvVcQ%3D,
DEWEY SEEN AS AID TO LOCAL POLITICOS,Belief That Governor Can Poll More Votes in Large Cities Linked to Their Ambitions,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,6/24/1948,24-Jun-48,6,,6,4583035,,,ENG,https://www.proquest.com/docview/165871955?accountid=14696&bdid=91914&_bd=ziVYnLx1N7bCNr2lu%2FlscOTcJ08%3D,
Presidential Usurpation and Its Cost in Germany,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,9/10/1948,10-Sep-48,B4,,B4,4583035,,,ENG,https://www.proquest.com/docview/165900266?accountid=14696&bdid=91914&_bd=LqawqpEh9S8MMHOSs8YP03%2Fgm0k%3D,
Administering the ERP,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,4/9/1948,9-Apr-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165828561?accountid=14696&bdid=91914&_bd=GrSB0SiFnYM6XCrnNctZ%2F85cFt8%3D,
Our Russian Policy,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,6/8/1948,8-Jun-48,A4,,A4,4583035,,,ENG,https://www.proquest.com/docview/165847068?accountid=14696&bdid=91914&_bd=3J5j2ZKGUzBDXuMZ4dnVMAN4dQ0%3D,
Reasons for the Decline,,"Moley, Raymond",Los Angeles Times (1923-1995),Historical Newspapers,,,,2/12/1948,12-Feb-48,A4,,,4583035,,,ENG,https://www.proquest.com/docview/165815787?accountid=14696&bdid=91914&_bd=EeRxSp5jOkOXNPGp8P%2FErwqJ57s%3D,
